"","Number","File","Date","Subject","Result","TA_Tally","NIL_Tally"
"1","1","Ireland-seanad-minutes-2012December05-p8.html","2012/12/ 5","05/Dec/2012 Order of Business (Continued)","Amendment declared lost.","18","28"
"2","2","Ireland-seanad-minutes-2012December06-p10.html","2012/12/ 6","06/Dec/2012 Order of Business (Continued)","Question declared carried.","31","11"
"3","3","Ireland-seanad-minutes-2012December06-p8.html","2012/12/ 6","06/Dec/2012 Order of Business (Continued)","Amendment declared lost.","13","29"
"4","4","Ireland-seanad-minutes-2012December06-p9.html","2012/12/ 6","06/Dec/2012 Order of Business (Continued)","Amendment declared lost.","14","29"
"5","5","Ireland-seanad-minutes-2012December12-p10.html","2012/12/12","12/Dec/2012 Order of Business (Continued)","Amendment declared lost.","17","29"
"6","6","Ireland-seanad-minutes-2012December12-p11.html","2012/12/12","12/Dec/2012 Order of Business (Continued)","Question declared carried.","33","13"
"7","7","Ireland-seanad-minutes-2012December12-p23.html","2012/12/12","12/Dec/2012 National Vetting Bureau (Children and Vulnerable Persons) Bill 2012: Report and Final Stages (Continued)","Amendment declared lost.","17","26"
"8","8","Ireland-seanad-minutes-2012December12-p30.html","2012/12/12","12/Dec/2012 Shannon Airport: Motion (Continued)","Amendment declared lost.","13","28"
"9","9","Ireland-seanad-minutes-2012December12-p32.html","2012/12/12","12/Dec/2012 Credit Union Bill 2012: Report and Final Stages (Continued)","Question declared carried.","30","10"
"10","10","Ireland-seanad-minutes-2012December12-p9.html","2012/12/12","12/Dec/2012 Order of Business (Continued)","Amendment declared lost.","14","32"
"11","11","Ireland-seanad-minutes-2012December18-p16.html","2012/12/18","18/Dec/2012 Order of Business (Continued)","Amendment declared lost.","14","33"
"12","12","Ireland-seanad-minutes-2012December18-p55.html","2012/12/18","18/Dec/2012 Social Welfare Bill 2012: Second Stage (Resumed) (Continued)","Question declared carried.","34","22"
"13","13","Ireland-seanad-minutes-2012December19-p13.html","2012/12/19","19/Dec/2012 Health Insurance (Amendment) Bill 2012: Committee Stage (Continued)","Amendment declared lost."," 5","40"
"14","14","Ireland-seanad-minutes-2012December19-p19.html","2012/12/19","19/Dec/2012 Health Insurance (Amendment) Bill 2012: Committee Stage (Resumed) and Remaining Stages (Continued)","Question declared carried.","33","18"
"15","15","Ireland-seanad-minutes-2012December19-p26.html","2012/12/19","19/Dec/2012 Equal Status (Amendment) Bill 2012: Second Stage (Continued)","Question declared carried.","45"," 4"
"16","16","Ireland-seanad-minutes-2012December19-p50.html","2012/12/19","19/Dec/2012 Social Welfare Bill 2012: Committee Stage (Continued)","Question declared carried.","31","28"
"17","17","Ireland-seanad-minutes-2012December19-p64.html","2012/12/19","19/Dec/2012 Finance (Local Property Tax) Bill 2012: Second Stage (Continued)","Question declared carried.","30","17"
"18","18","Ireland-seanad-minutes-2012December19-p65.html","2012/12/19","19/Dec/2012 Finance (Local Property Tax) Bill 2012: Second Stage (Continued)","Question declared carried.","30","17"
"19","19","Ireland-seanad-minutes-2012December20-p10.html","2012/12/20","20/Dec/2012 Order of Business (Continued)","Question declared carried.","32","20"
"20","20","Ireland-seanad-minutes-2012December20-p13.html","2012/12/20","20/Dec/2012 Appropriation Bill 2012 [Certified Money Bill]: All Stages (Continued)","Question declared carried.","35"," 8"
"21","21","Ireland-seanad-minutes-2012December20-p17.html","2012/12/20","20/Dec/2012 Social Welfare Bill 2012: Report Stage (Continued)","Amendment declared lost.","19","29"
"22","22","Ireland-seanad-minutes-2012December20-p24.html","2012/12/20","20/Dec/2012 Social Welfare Bill 2012: Fifth Stage (Continued)","Question declared carried.","30","26"
"23","23","Ireland-seanad-minutes-2012December20-p25.html","2012/12/20","20/Dec/2012 Social Welfare Bill 2012: Motion for Earlier Signature","Question declared carried.","29","27"
"24","24","Ireland-seanad-minutes-2012December20-p27.html","2012/12/20","20/Dec/2012 Finance (Local Property Tax) Bill 2012: Committee and Remaining Stages (Continued)","Question declared carried.","34","16"
"25","25","Ireland-seanad-minutes-2012December20-p36.html","2012/12/20","20/Dec/2012 Finance (Local Property Tax) Bill 2012: Committee and Remaining Stages (Continued)","Question declared carried.","31","18"
"26","26","Ireland-seanad-minutes-2012December20-p40.html","2012/12/20","20/Dec/2012 Finance (Local Property Tax) Bill 2012: Committee and Remaining Stages (Continued)","Amendment declared lost.","17","31"
"27","27","Ireland-seanad-minutes-2012December20-p41.html","2012/12/20","20/Dec/2012 Finance (Local Property Tax) Bill 2012: Committee and Remaining Stages (Continued)","Amendment declared lost.","17","32"
"28","28","Ireland-seanad-minutes-2012December20-p43.html","2012/12/20","20/Dec/2012 Finance (Local Property Tax) Bill 2012: Committee and Remaining Stages (Continued)","Question declared carried.","33","16"
"29","29","Ireland-seanad-minutes-2012November07-p47.html","2012/11/ 7","07/Nov/2012 Social Welfare Appeals System: Motion (Continued)","Amendment declared carried.","25","11"
"30","30","Ireland-seanad-minutes-2012November27-p15.html","2012/11/27","27/Nov/2012 Order of Business (Continued)","Question declared carried.","38"," 9"
"31","31","Ireland-seanad-minutes-2012November28-p7.html","2012/11/28","28/Nov/2012 Order of Business (Continued)","Amendment declared lost.","16","29"
"32","32","Ireland-seanad-minutes-2012November29-p10.html","2012/11/29","29/Nov/2012 Order of Business (Resumed) (Continued)","Question declared carried.","28","18"
"33","33","Ireland-seanad-minutes-2012November29-p27.html","2012/11/29","29/Nov/2012 Credit Institutions (Eligible Liabilities Guarantee)(Amendment) Scheme 2012: Motion (Continued)","Question declared carried.","37"," 4"
"34","34","Ireland-seanad-minutes-2012November30-p11.html","2012/11/30","30/Nov/2012 Personal Insolvency Bill 2012: Committee Stage (Resumed) (Continued)","Question declared carried.","23"," 9"
"35","35","Ireland-seanad-minutes-2012November30-p12.html","2012/11/30","30/Nov/2012 Personal Insolvency Bill 2012: Committee Stage (Resumed) (Continued)","Question declared carried.","22","11"
"36","36","Ireland-seanad-minutes-2012November30-p13.html","2012/11/30","30/Nov/2012 Personal Insolvency Bill 2012: Committee Stage (Resumed) (Continued)","Question declared carried.","25"," 9"
"37","37","Ireland-seanad-minutes-2012November30-p18.html","2012/11/30","30/Nov/2012 Personal Insolvency Bill 2012: Committee Stage (Resumed) (Continued)","Amendment declared lost."," 8","24"
"38","38","Ireland-seanad-minutes-2012November30-p22.html","2012/11/30","30/Nov/2012 Personal Insolvency Bill 2012: Committee Stage (Resumed) (Continued)","Question declared carried.","25"," 7"
"39","39","Ireland-seanad-minutes-2012October02-p19.html","2012/10/ 2","02/Oct/2012 Order of Business (Continued)","Amendment declared lost.","18","30"
"40","40","Ireland-seanad-minutes-2012October03-p9.html","2012/10/ 3","03/Oct/2012 Order of Business (Continued)","Amendment declared lost.","14","28"
"41","41","Ireland-seanad-minutes-2012October09-p17.html","2012/10/ 9","09/Oct/2012 Order of Business (Resumed) (Continued)","Amendment declared lost.","16","32"
"42","42","Ireland-seanad-minutes-2012October10-p24.html","2012/10/10","10/Oct/2012 Health Service Executive (Governance) Bill 2012: Committee Stage (Continued)","Amendment declared lost.","19","29"
"43","43","Ireland-seanad-minutes-2012October10-p45.html","2012/10/10","10/Oct/2012 Primary Care Centres: Motion (Continued)","Amendment declared carried.","32","11"
"44","44","Ireland-seanad-minutes-2012October11-p21.html","2012/10/11","11/Oct/2012 Valuation (Amendment) (No. 2) Bill 2012: Second Stage (Continued)","Question declared carried.","28","10"
"45","45","Ireland-seanad-minutes-2012October17-p25.html","2012/10/17","17/Oct/2012 Ombudsman (Amendment) Bill 2008: Committee Stage (Resumed) and Remaining Stages (Continued)","Question declared carried.","31"," 8"
"46","46","Ireland-seanad-minutes-2012October18-p10.html","2012/10/18","18/Oct/2012 Order of Business (Continued)","Amendment declared lost.","16","25"
"47","47","Ireland-seanad-minutes-2012October18-p9.html","2012/10/18","18/Oct/2012 Order of Business (Continued)","Amendment declared lost.","14","27"
"48","48","Ireland-seanad-minutes-2012October24-p13.html","2012/10/24","24/Oct/2012 Health Service Executive (Governance) Bill 2012: Report and Final Stages (Continued)","Question declared carried.","31","16"
"49","49","Ireland-seanad-minutes-2012October24-p17.html","2012/10/24","24/Oct/2012 Health Service Executive (Governance) Bill 2012: Report and Final Stages (Continued)","Question declared carried.","26","15"
"50","50","Ireland-seanad-minutes-2012October24-p9.html","2012/10/24","24/Oct/2012 Order of Business (Continued)","Amendment declared lost.","13","35"
"51","51","Ireland-seanad-minutes-2012October25-p7.html","2012/10/25","25/Oct/2012 Order of Business (Continued)","Amendment declared lost.","10","28"
"52","52","Ireland-seanad-minutes-2012September25-p19.html","2012/9/25","25/Sep/2012 Order of Business (Continued)","Amendment declared lost.","18","30"
"53","53","Ireland-seanad-minutes-2012September25-p21.html","2012/9/25","25/Sep/2012 Order of Business (Continued)","Amendment declared lost.","17","30"
"54","54","Ireland-seanad-minutes-2012September26-p8.html","2012/9/26","26/Sep/2012 Order of Business (Continued)","Amendment declared lost.","18","28"
"55","55","Ireland-seanad-minutes-2012September27-p9.html","2012/9/27","27/Sep/2012 Order of Business (Continued)","Amendment declared lost.","15","27"
"56","56","Ireland-seanad-minutes-2013April17-p20.html","2013/4/17","17/Apr/2013 Order of Business (Continued)","Amendment declared lost.","22","32"
"57","57","Ireland-seanad-minutes-2013April17-p26.html","2013/4/17","17/Apr/2013 Taxi Regulation Bill 2012: Report Stage (Continued)","Amendment declared lost.","19","29"
"58","58","Ireland-seanad-minutes-2013April17-p31.html","2013/4/17","17/Apr/2013 Taxi Regulation Bill 2012: Report Stage (Continued)","Amendment declared lost.","15","29"
"59","59","Ireland-seanad-minutes-2013April17-p32.html","2013/4/17","17/Apr/2013 Taxi Regulation Bill 2012: Report Stage (Continued)","Amendment declared lost.","15","29"
"60","60","Ireland-seanad-minutes-2013April17-p46.html","2013/4/17","17/Apr/2013 Mortgage Arrears: Motion (Continued)","Amendment declared carried.","29","17"
"61","61","Ireland-seanad-minutes-2013April17-p47.html","2013/4/17","17/Apr/2013 Mortgage Arrears: Motion (Continued)","Question declared carried.","29","18"
"62","62","Ireland-seanad-minutes-2013April18-p10.html","2013/4/18","18/Apr/2013 Order of Business (Continued)","Amendment declared lost.","19","26"
"63","63","Ireland-seanad-minutes-2013April18-p21.html","2013/4/18","18/Apr/2013 Public Health (Tobacco) (Amendment) Bill 2013: Second Stage (Continued)","Question declared carried.","27","18"
"64","64","Ireland-seanad-minutes-2013April24-p22.html","2013/4/24","24/Apr/2013 National Lottery Bill 2012: Second Stage (Continued)","Question declared carried.","27","10"
"65","65","Ireland-seanad-minutes-2013April24-p8.html","2013/4/24","24/Apr/2013 Order of Business (Continued)","Amendment declared lost.","17","25"
"66","66","Ireland-seanad-minutes-2013April25-p8.html","2013/4/25","25/Apr/2013 Order of Business (Continued)","Amendment declared lost.","15","22"
"67","67","Ireland-seanad-minutes-2013April25-p9.html","2013/4/25","25/Apr/2013 Order of Business (Continued)","Question declared carried.","27","11"
"68","68","Ireland-seanad-minutes-2013April30-p19.html","2013/4/30","30/Apr/2013 Order of Business (Continued)","Amendment declared lost.","13","30"
"69","69","Ireland-seanad-minutes-2013August20-p40.html","2013/8/20","20/Aug/2013 European Union (Quality and Safety of Human Organs Intended for Transplantation) Regulations 2012: Motion (Continued)","Question declared lost.","22","23"
"70","70","Ireland-seanad-minutes-2013December03-p15.html","2013/12/ 3","03/Dec/2013 Order of Business (Continued)","Amendment declared lost.","20","30"
"71","71","Ireland-seanad-minutes-2013December03-p16.html","2013/12/ 3","03/Dec/2013 Order of Business (Continued)","Question declared carried.","30","20"
"72","72","Ireland-seanad-minutes-2013December03-p26.html","2013/12/ 3","03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued)","Amendment declared lost.","15","27"
"73","73","Ireland-seanad-minutes-2013December03-p33.html","2013/12/ 3","03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued)","Amendment declared lost.","11","26"
"74","74","Ireland-seanad-minutes-2013December03-p34.html","2013/12/ 3","03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued)","Question declared carried.","29","11"
"75","75","Ireland-seanad-minutes-2013December04-p28.html","2013/12/ 4","04/Dec/2013 Water Services (No. 2) Bill 2013: Second Stage (Continued)","Question declared carried.","26","15"
"76","76","Ireland-seanad-minutes-2013December05-p12.html","2013/12/ 5","05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued)","Question declared carried.","23","12"
"77","77","Ireland-seanad-minutes-2013December05-p19.html","2013/12/ 5","05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued)","Question declared carried.","22","12"
"78","78","Ireland-seanad-minutes-2013December05-p27.html","2013/12/ 5","05/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill: Second Stage (Continued)","Question declared carried.","24","10"
"79","79","Ireland-seanad-minutes-2013December05-p7.html","2013/12/ 5","05/Dec/2013 Order of Business (Continued)","Amendment declared lost.","15","24"
"80","80","Ireland-seanad-minutes-2013December05-p8.html","2013/12/ 5","05/Dec/2013 Order of Business (Continued)","Question declared carried.","26","14"
"81","81","Ireland-seanad-minutes-2013December10-p11.html","2013/12/10","10/Dec/2013 Order of Business (Continued)","Amendment declared lost.","14","28"
"82","82","Ireland-seanad-minutes-2013December10-p12.html","2013/12/10","10/Dec/2013 Visit of Autonomous Ukrainian Region of Crimea Delegation","Amendment declared lost.","16","27"
"83","83","Ireland-seanad-minutes-2013December10-p27.html","2013/12/10","10/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Continued)","Question declared carried.","28","14"
"84","84","Ireland-seanad-minutes-2013December11-p23.html","2013/12/11","11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued)","Question declared carried.","26","16"
"85","85","Ireland-seanad-minutes-2013December11-p24.html","2013/12/11","11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued)","Question declared carried.","26","16"
"86","86","Ireland-seanad-minutes-2013December11-p42.html","2013/12/11","11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued)","Question declared carried.","26","14"
"87","87","Ireland-seanad-minutes-2013December11-p44.html","2013/12/11","11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued)","Question declared carried.","26","15"
"88","88","Ireland-seanad-minutes-2013December11-p9.html","2013/12/11","11/Dec/2013 Order of Business (Continued)","Amendment declared lost.","16","29"
"89","89","Ireland-seanad-minutes-2013December12-p14.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued)","Question declared carried.","26","17"
"90","90","Ireland-seanad-minutes-2013December12-p21.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued)","Recommendation declared lost.","14","26"
"91","91","Ireland-seanad-minutes-2013December12-p23.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued)","Recommendation declared lost.","16","26"
"92","92","Ireland-seanad-minutes-2013December12-p26.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued)","Question declared carried.","24","17"
"93","93","Ireland-seanad-minutes-2013December12-p30.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued)","Question declared carried.","28","10"
"94","94","Ireland-seanad-minutes-2013December12-p31.html","2013/12/12","12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued)","Question declared carried.","24","16"
"95","95","Ireland-seanad-minutes-2013December12-p36.html","2013/12/12","12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Amendment declared lost.","15","23"
"96","96","Ireland-seanad-minutes-2013December12-p42.html","2013/12/12","12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Question declared carried.","22","14"
"97","97","Ireland-seanad-minutes-2013December12-p50.html","2013/12/12","12/Dec/2013 Health Insurance (Amendment) Bill 2013: Second Stage (Continued)","Question declared carried.","22"," 9"
"98","98","Ireland-seanad-minutes-2013December12-p8.html","2013/12/12","12/Dec/2013 Order of Business (Continued)","Question declared carried.","26","19"
"99","99","Ireland-seanad-minutes-2013December16-p11.html","2013/12/16","16/Dec/2013 Order of Business (Continued)","Amendment declared lost.","15","21"
"100","100","Ireland-seanad-minutes-2013December16-p12.html","2013/12/16","16/Dec/2013 Order of Business (Continued)","Question declared carried.","21","15"
"101","101","Ireland-seanad-minutes-2013December16-p53.html","2013/12/16","16/Dec/2013 Local Government Reform Bill 2013: Second Stage (Continued)","Question declared carried.","24","15"
"102","102","Ireland-seanad-minutes-2013December16-p70.html","2013/12/16","16/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Question declared carried.","22","13"
"103","103","Ireland-seanad-minutes-2013December16-p73.html","2013/12/16","16/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Question declared carried.","22","12"
"104","104","Ireland-seanad-minutes-2013December16-p76.html","2013/12/16","16/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Question declared carried.","21","11"
"105","105","Ireland-seanad-minutes-2013December16-p80.html","2013/12/16","16/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Question declared carried.","20","11"
"106","106","Ireland-seanad-minutes-2013December16-p81.html","2013/12/16","16/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued)","Amendment declared carried.","19","12"
"107","107","Ireland-seanad-minutes-2013December16-p82.html","2013/12/16","16/Dec/2013 Business of Seanad (Continued)","Question declared carried.","19","12"
"108","108","Ireland-seanad-minutes-2013December17-p20.html","2013/12/17","17/Dec/2013 Pyrite Resolution Bill 2013: Committee and Remaining Stages (Continued)","Amendment declared lost.","16","27"
"109","109","Ireland-seanad-minutes-2013December17-p25.html","2013/12/17","17/Dec/2013 Water Services (No. 2) Bill 2013: Report Stage (Continued)","Amendment declared lost.","13","25"
"110","110","Ireland-seanad-minutes-2013December17-p26.html","2013/12/17","17/Dec/2013 Water Services (No. 2) Bill 2013: Report Stage (Continued)","Amendment declared carried.","24","12"
"111","111","Ireland-seanad-minutes-2013December17-p28.html","2013/12/17","17/Dec/2013 Water Services (No. 2) Bill 2013: Report Stage (Continued)","Amendment declared carried.","24"," 8"
"112","112","Ireland-seanad-minutes-2013December17-p31.html","2013/12/17","17/Dec/2013 Water Services (No. 2) Bill 2013: Report Stage (Continued)","Amendment declared lost."," 9","23"
"113","113","Ireland-seanad-minutes-2013December17-p7.html","2013/12/17","17/Dec/2013 Order of Business (Continued)","Amendment declared carried.","22","17"
"114","114","Ireland-seanad-minutes-2013December17-p8.html","2013/12/17","17/Dec/2013 Order of Business (Continued)","Question declared carried.","25","15"
"115","115","Ireland-seanad-minutes-2013December18-p10.html","2013/12/18","18/Dec/2013 Order of Business (Continued)","Amendment declared lost.","20","28"
"116","116","Ireland-seanad-minutes-2013December18-p11.html","2013/12/18","18/Dec/2013 Order of Business (Continued)","Amendment declared lost.","17","29"
"117","117","Ireland-seanad-minutes-2013December18-p12.html","2013/12/18","18/Dec/2013 Order of Business (Continued)","Question declared carried.","29","17"
